year,month,state_and_area,tot_employed,percent_of_population,tot_unemployed,unemployment_Rate
2019,May,Texas,"13,391,079",61.6,"476,153",3.4
2019,May,Utah,"1,572,264",66.7,"41,308",2.6
2019,May,Vermont,"346,245",65.1,"6,900",2
2019,May,Virginia,"4,289,833",63.9,"116,952",2.7
2019,May,Washington,"3,751,956",62.3,"169,051",4.3
2019,May,West Virginia,"755,192",52,"37,548",4.7
2019,May,Wisconsin,"3,013,573",64.6,"99,186",3.2
2019,May,Wyoming,"282,465",63.2,"10,048",3.4
2019,Jun,Alabama,"2,203,355",56,"68,994",3
2019,Jun,Alaska,"333,792",61.3,"19,702",5.6
2019,Jun,Arizona,"3,262,719",59,"163,095",4.8
2019,Jun,Arkansas,"1,306,120",56.1,"45,766",3.4
2019,Jun,California,"18,599,205",59.9,"769,152",4
2019,Jun,Los Angeles County,"4,910,150",60.8,"222,500",4.3
2019,Jun,Colorado,"3,024,094",67,"78,003",2.5
2019,Jun,Connecticut,"1,868,465",64.2,"67,507",3.5
2019,Jun,Delaware,"467,756",59.8,"17,317",3.6
2019,Jun,District of Columbia,"378,850",67.3,"21,663",5.4
2019,Jun,Florida,"9,940,217",57.6,"334,267",3.3
2019,Jun,Georgia,"4,970,634",60.6,"182,818",3.5
2019,Jun,Hawaii,"667,155",59.4,"17,277",2.5
2019,Jun,Idaho,"862,135",62.5,"25,123",2.8
2019,Jun,Illinois,"6,300,928",62.2,"251,639",3.8
2019,Jun,Indiana,"3,285,627",62.5,"108,062",3.2
2019,Jun,Iowa,"1,699,633",68.3,"45,877",2.6
2019,Jun,Kansas,"1,454,108",64.9,"48,384",3.2
2019,Jun,Kentucky,"1,983,955",56.5,"85,355",4.1
2019,Jun,Louisiana,"2,008,492",56,"93,125",4.4
2019,Jun,Maine,"677,427",60.5,"18,901",2.7
2019,Jun,Maryland,"3,220,992",66.5,"111,987",3.4
2019,Jun,Massachusetts,"3,730,701",65.2,"115,503",3
2019,Jun,Michigan,"4,773,235",59.3,"205,230",4.1
2019,Jun,Minnesota,"3,008,666",67.6,"98,037",3.2
2019,Jun,Mississippi,"1,209,906",53.1,"70,415",5.5
2019,Jun,Missouri,"2,973,694",61.8,"92,558",3
2019,Jun,Montana,"523,965",61.4,"18,677",3.4
2019,Jun,Nebraska,"1,018,239",68.2,"32,498",3.1
2019,Jun,Nevada,"1,481,740",61.6,"61,922",4
2019,Jun,New Hampshire,"760,054",67.3,"19,690",2.5
2019,Jun,New Jersey,"4,526,756",61.6,"148,429",3.2
2019,Jun,New Mexico,"908,975",55.3,"46,850",4.9
2019,Jun,New York,"9,468,743",58.3,"366,067",3.7
2019,Jun,New York city,"4,100,222",57.6,"161,564",3.8
2019,Jun,North Carolina,"4,797,394",59.1,"191,766",3.8
2019,Jun,North Dakota,"404,947",68.3,"8,723",2.1
2019,Jun,Ohio,"5,637,911",60.7,"234,673",4
2019,Jun,Oklahoma,"1,783,014",59.2,"55,778",3
2019,Jun,Oregon,"2,016,106",59.3,"77,795",3.7
2019,Jun,Pennsylvania,"6,286,679",60.4,"276,259",4.2
2019,Jun,Rhode Island,"553,075",62,"19,844",3.5
2019,Jun,South Carolina,"2,262,867",56.6,"63,895",2.7
2019,Jun,South Dakota,"451,185",67.4,"13,025",2.8
2019,Jun,Tennessee,"3,232,038",59.9,"107,464",3.2
2019,Jun,Texas,"13,421,091",61.7,"478,487",3.4
2019,Jun,Utah,"1,576,286",66.7,"40,693",2.5
2019,Jun,Vermont,"345,849",65,"6,869",1.9
2019,Jun,Virginia,"4,294,740",64,"111,539",2.5
2019,Jun,Washington,"3,762,718",62.4,"165,405",4.2
2019,Jun,West Virginia,"756,149",52.1,"37,814",4.8
2019,Jun,Wisconsin,"3,012,549",64.5,"100,908",3.2
2019,Jun,Wyoming,"282,666",63.2,"10,308",3.5
2019,Jul,Alabama,"2,205,842",56,"67,665",3
2019,Jul,Alaska,"333,936",61.3,"19,766",5.6
2019,Jul,Arizona,"3,271,005",59.1,"163,456",4.8
2019,Jul,Arkansas,"1,306,096",56,"46,353",3.4
2019,Jul,California,"18,617,193",59.9,"768,941",4
2019,Jul,Los Angeles County,"4,920,327",61,"223,950",4.4
2019,Jul,Colorado,"3,028,025",67,"78,000",2.5
2019,Jul,Connecticut,"1,870,152",64.2,"68,420",3.5
2019,Jul,Delaware,"467,678",59.7,"17,598",3.6
2019,Jul,District of Columbia,"379,157",67.3,"21,295",5.3
2019,Jul,Florida,"9,968,184",57.7,"333,297",3.2
2019,Jul,Georgia,"4,979,988",60.7,"182,293",3.5
2019,Jul,Hawaii,"668,196",59.4,"17,005",2.5
2019,Jul,Idaho,"864,570",62.5,"25,464",2.9
2019,Jul,Illinois,"6,298,913",62.2,"246,416",3.8
2019,Jul,Indiana,"3,287,135",62.5,"108,787",3.2
2019,Jul,Iowa,"1,701,239",68.4,"46,993",2.7
2019,Jul,Kansas,"1,455,979",65,"48,746",3.2
2019,Jul,Kentucky,"1,987,227",56.5,"85,348",4.1
2019,Jul,Louisiana,"2,007,009",56,"95,636",4.5
2019,Jul,Maine,"678,147",60.6,"19,365",2.8
2019,Jul,Maryland,"3,226,539",66.6,"112,523",3.4
2019,Jul,Massachusetts,"3,731,035",65.2,"114,721",3
2019,Jul,Michigan,"4,774,162",59.3,"205,987",4.1
2019,Jul,Minnesota,"3,011,930",67.6,"99,241",3.2
2019,Jul,Mississippi,"1,210,430",53.1,"71,810",5.6
2019,Jul,Missouri,"2,977,331",61.9,"93,876",3.1
2019,Jul,Montana,"525,289",61.5,"18,834",3.5
2019,Jul,Nebraska,"1,019,347",68.2,"33,063",3.1
2019,Jul,Nevada,"1,485,980",61.6,"62,046",4
2019,Jul,New Hampshire,"761,095",67.3,"19,939",2.6
2019,Jul,New Jersey,"4,537,766",61.7,"153,893",3.3
2019,Jul,New Mexico,"909,691",55.3,"46,825",4.9
2019,Jul,New York,"9,472,035",58.3,"370,890",3.8
2019,Jul,New York city,"4,099,835",57.6,"160,652",3.8
2019,Jul,North Carolina,"4,802,847",59.1,"194,332",3.9
2019,Jul,North Dakota,"404,795",68.3,"8,644",2.1
2019,Jul,Ohio,"5,641,433",60.7,"240,463",4.1
2019,Jul,Oklahoma,"1,783,792",59.2,"56,866",3.1
2019,Jul,Oregon,"2,017,120",59.3,"77,022",3.7
2019,Jul,Pennsylvania,"6,289,671",60.4,"277,657",4.2
2019,Jul,Rhode Island,"554,197",62.1,"20,096",3.5
2019,Jul,South Carolina,"2,265,379",56.6,"60,266",2.6
2019,Jul,South Dakota,"451,741",67.4,"13,057",2.8
2019,Jul,Tennessee,"3,233,639",59.9,"106,945",3.2
2019,Jul,Texas,"13,448,594",61.7,"485,991",3.5
2019,Jul,Utah,"1,580,126",66.7,"40,221",2.5
2019,Jul,Vermont,"345,483",64.9,"7,053",2
2019,Jul,Virginia,"4,298,145",64,"109,562",2.5
2019,Jul,Washington,"3,773,125",62.5,"163,149",4.1
2019,Jul,West Virginia,"756,881",52.1,"38,564",4.8
2019,Jul,Wisconsin,"3,011,616",64.5,"102,203",3.3
2019,Jul,Wyoming,"282,784",63.2,"10,687",3.6
2019,Aug,Alabama,"2,207,547",56,"67,316",3
2019,Aug,Alaska,"333,931",61.3,"19,771",5.6
2019,Aug,Arizona,"3,278,899",59.1,"164,044",4.8
2019,Aug,Arkansas,"1,306,750",56,"47,181",3.5
2019,Aug,California,"18,635,662",60,"774,078",4
2019,Aug,Los Angeles County,"4,930,880",61.1,"226,516",4.4
2019,Aug,Colorado,"3,031,370",66.9,"78,754",2.5
2019,Aug,Connecticut,"1,871,584",64.2,"69,676",3.6
2019,Aug,Delaware,"467,496",59.6,"17,865",3.7
2019,Aug,District of Columbia,"379,224",67.3,"21,041",5.3
2019,Aug,Florida,"9,993,635",57.8,"331,774",3.2
2019,Aug,Georgia,"4,989,063",60.7,"181,628",3.5
2019,Aug,Hawaii,"669,379",59.5,"16,794",2.4
2019,Aug,Idaho,"866,867",62.5,"25,820",2.9
2019,Aug,Illinois,"6,294,310",62.2,"244,312",3.7
2019,Aug,Indiana,"3,290,266",62.5,"110,353",3.2
2019,Aug,Iowa,"1,702,071",68.4,"48,092",2.7
2019,Aug,Kansas,"1,457,827",65,"49,200",3.3
2019,Aug,Kentucky,"1,990,044",56.6,"85,216",4.1
2019,Aug,Louisiana,"2,006,198",56,"98,746",4.7
2019,Aug,Maine,"678,687",60.6,"20,047",2.9
2019,Aug,Maryland,"3,231,601",66.6,"112,733",3.4
2019,Aug,Massachusetts,"3,729,927",65.1,"114,043",3
2019,Aug,Michigan,"4,775,068",59.3,"205,973",4.1
2019,Aug,Minnesota,"3,013,791",67.6,"100,995",3.2
2019,Aug,Mississippi,"1,210,524",53.1,"72,860",5.7
2019,Aug,Missouri,"2,980,938",61.9,"97,026",3.2
2019,Aug,Montana,"526,490",61.5,"19,031",3.5
2019,Aug,Nebraska,"1,020,417",68.2,"33,642",3.2
2019,Aug,Nevada,"1,489,955",61.7,"62,539",4
2019,Aug,New Hampshire,"762,133",67.4,"20,213",2.6
2019,Aug,New Jersey,"4,546,431",61.8,"161,325",3.4
2019,Aug,New Mexico,"910,249",55.3,"46,817",4.9
2019,Aug,New York,"9,475,946",58.3,"377,671",3.8
2019,Aug,New York city,"4,099,097",57.6,"161,096",3.8
2019,Aug,North Carolina,"4,808,970",59.1,"196,188",3.9
2019,Aug,North Dakota,"404,706",68.2,"8,674",2.1
2019,Aug,Ohio,"5,642,653",60.7,"246,732",4.2
2019,Aug,Oklahoma,"1,784,657",59.2,"58,202",3.2
2019,Aug,Oregon,"2,018,330",59.2,"76,004",3.6
2019,Aug,Pennsylvania,"6,292,730",60.4,"281,467",4.3
2019,Aug,Rhode Island,"555,392",62.2,"20,341",3.5
2019,Aug,South Carolina,"2,266,856",56.5,"57,718",2.5
2019,Aug,South Dakota,"452,319",67.5,"13,095",2.8
2019,Aug,Tennessee,"3,233,449",59.8,"107,894",3.2
2019,Aug,Texas,"13,473,161",61.8,"494,107",3.5
2019,Aug,Utah,"1,583,783",66.8,"39,871",2.5
2019,Aug,Vermont,"345,247",64.8,"7,365",2.1
2019,Aug,Virginia,"4,301,027",64,"111,215",2.5
2019,Aug,Washington,"3,783,381",62.6,"162,094",4.1
2019,Aug,West Virginia,"757,310",52.2,"39,500",5
2019,Aug,Wisconsin,"3,010,722",64.4,"102,843",3.3
2019,Aug,Wyoming,"282,829",63.2,"11,083",3.8
2019,Sep,Alabama,"2,208,693",56,"67,468",3
2019,Sep,Alaska,"333,965",61.3,"19,531",5.5
2019,Sep,Arizona,"3,287,572",59.1,"163,834",4.7
2019,Sep,Arkansas,"1,308,223",56.1,"47,704",3.5
2019,Sep,California,"18,662,231",60.1,"778,843",4
2019,Sep,Los Angeles County,"4,943,828",61.3,"229,109",4.4
2019,Sep,Colorado,"3,035,500",66.9,"79,726",2.6
2019,Sep,Connecticut,"1,873,225",64.3,"70,664",3.6
2019,Sep,Delaware,"467,362",59.5,"17,970",3.7
2019,Sep,District of Columbia,"379,583",67.4,"20,814",5.2
2019,Sep,Florida,"10,019,752",57.8,"327,855",3.2
2019,Sep,Georgia,"4,999,343",60.8,"179,981",3.5
2019,Sep,Hawaii,"670,831",59.7,"16,576",2.4
2019,Sep,Idaho,"869,304",62.6,"25,868",2.9
2019,Sep,Illinois,"6,289,915",62.1,"242,244",3.7
2019,Sep,Indiana,"3,295,351",62.6,"111,419",3.3
2019,Sep,Iowa,"1,702,786",68.4,"48,585",2.8
2019,Sep,Kansas,"1,459,913",65.1,"49,333",3.3
2019,Sep,Kentucky,"1,992,682",56.6,"84,635",4.1
2019,Sep,Louisiana,"2,006,934",56,"101,069",4.8
2019,Sep,Maine,"679,066",60.5,"20,713",3
2019,Sep,Maryland,"3,237,448",66.7,"111,487",3.3
2019,Sep,Massachusetts,"3,728,943",65.1,"112,879",2.9
2019,Sep,Michigan,"4,778,213",59.3,"203,347",4.1
2019,Sep,Minnesota,"3,015,951",67.6,"101,972",3.3
2019,Sep,Mississippi,"1,210,487",53.1,"72,815",5.7
2019,Sep,Missouri,"2,984,906",62,"100,520",3.3
2019,Sep,Montana,"527,744",61.6,"19,129",3.5
2019,Sep,Nebraska,"1,021,734",68.3,"33,864",3.2
2019,Sep,Nevada,"1,494,110",61.7,"63,019",4
2019,Sep,New Hampshire,"763,222",67.4,"20,335",2.6
2019,Sep,New Jersey,"4,554,199",61.9,"168,263",3.6
2019,Sep,New Mexico,"911,064",55.3,"46,676",4.9
2019,Sep,New York,"9,486,126",58.4,"382,332",3.9
2019,Sep,New York city,"4,101,341",57.7,"161,281",3.8
2019,Sep,North Carolina,"4,816,739",59.1,"195,647",3.9
2019,Sep,North Dakota,"404,784",68.2,"8,709",2.1
2019,Sep,Ohio,"5,645,127",60.7,"251,252",4.3
2019,Sep,Oklahoma,"1,786,225",59.2,"58,892",3.2
2019,Sep,Oregon,"2,019,927",59.2,"74,340",3.5
2019,Sep,Pennsylvania,"6,297,172",60.4,"285,254",4.3
2019,Sep,Rhode Island,"556,657",62.3,"20,324",3.5
2019,Sep,South Carolina,"2,268,247",56.5,"56,580",2.4
2019,Sep,South Dakota,"452,750",67.5,"13,030",2.8
2019,Sep,Tennessee,"3,233,596",59.8,"109,707",3.3
2019,Sep,Texas,"13,500,270",61.8,"497,073",3.6
2019,Sep,Utah,"1,587,717",66.8,"39,496",2.4
2019,Sep,Vermont,"345,268",64.8,"7,642",2.2
2019,Sep,Virginia,"4,305,261",64,"115,024",2.6
2019,Sep,Washington,"3,794,734",62.7,"160,713",4.1
2019,Sep,West Virginia,"757,791",52.2,"40,145",5
2019,Sep,Wisconsin,"3,010,622",64.4,"102,355",3.3
2019,Sep,Wyoming,"282,900",63.2,"11,375",3.9
2019,Oct,Alabama,"2,208,773",56,"68,160",3
2019,Oct,Alaska,"334,046",61.3,"19,156",5.4
2019,Oct,Arizona,"3,296,609",59.2,"163,551",4.7
2019,Oct,Arkansas,"1,309,804",56.1,"47,903",3.5
2019,Oct,California,"18,694,897",60.1,"785,793",4
2019,Oct,Los Angeles County,"4,958,641",61.5,"232,972",4.5
2019,Oct,Colorado,"3,039,940",67,"81,480",2.6
2019,Oct,Connecticut,"1,874,552",64.3,"71,551",3.7
2019,Oct,Delaware,"467,197",59.4,"17,918",3.7
2019,Oct,District of Columbia,"380,186",67.4,"20,757",5.2
2019,Oct,Florida,"10,045,884",57.9,"322,563",3.1
2019,Oct,Georgia,"5,009,722",60.8,"178,506",3.4
2019,Oct,Hawaii,"672,333",59.8,"16,336",2.4
2019,Oct,Idaho,"871,771",62.6,"25,645",2.9
2019,Oct,Illinois,"6,286,173",62.1,"239,781",3.7
2019,Oct,Indiana,"3,300,410",62.6,"111,880",3.3
2019,Oct,Iowa,"1,702,985",68.3,"48,364",2.8
2019,Oct,Kansas,"1,461,908",65.2,"49,237",3.3
2019,Oct,Kentucky,"1,994,566",56.7,"84,090",4
2019,Oct,Louisiana,"2,008,163",56,"102,226",4.8
2019,Oct,Maine,"679,103",60.5,"21,366",3.1
2019,Oct,Maryland,"3,243,692",66.8,"109,650",3.3
2019,Oct,Massachusetts,"3,727,975",65,"111,663",2.9
2019,Oct,Michigan,"4,782,814",59.4,"198,466",4
2019,Oct,Minnesota,"3,019,036",67.6,"102,489",3.3
2019,Oct,Mississippi,"1,210,413",53.1,"72,068",5.6
2019,Oct,Missouri,"2,988,481",62,"103,196",3.3
2019,Oct,Montana,"528,989",61.7,"19,209",3.5
2019,Oct,Nebraska,"1,023,064",68.3,"33,710",3.2
2019,Oct,Nevada,"1,498,156",61.8,"63,645",4.1
2019,Oct,New Hampshire,"764,052",67.4,"20,362",2.6
2019,Oct,New Jersey,"4,560,884",61.9,"174,475",3.7
2019,Oct,New Mexico,"911,965",55.3,"46,764",4.9
2019,Oct,New York,"9,500,903",58.5,"385,858",3.9
2019,Oct,New York city,"4,105,974",57.8,"162,099",3.8
2019,Oct,North Carolina,"4,824,917",59.1,"193,498",3.9
2019,Oct,North Dakota,"404,898",68.2,"8,695",2.1
2019,Oct,Ohio,"5,650,758",60.7,"254,080",4.3
2019,Oct,Oklahoma,"1,787,697",59.2,"58,860",3.2
2019,Oct,Oregon,"2,021,841",59.2,"72,584",3.5
2019,Oct,Pennsylvania,"6,301,001",60.5,"288,948",4.4
2019,Oct,Rhode Island,"557,700",62.4,"20,171",3.5
2019,Oct,South Carolina,"2,269,392",56.5,"57,112",2.5
2019,Oct,South Dakota,"453,315",67.5,"12,861",2.8
2019,Oct,Tennessee,"3,234,369",59.7,"112,232",3.4
2019,Oct,Texas,"13,529,427",61.8,"495,284",3.5
2019,Oct,Utah,"1,591,627",66.8,"39,307",2.4
2019,Oct,Vermont,"345,460",64.8,"7,763",2.2
2019,Oct,Virginia,"4,310,206",64,"119,642",2.7
2019,Oct,Washington,"3,806,436",62.9,"158,176",4
2019,Oct,West Virginia,"758,284",52.2,"40,535",5.1
2019,Oct,Wisconsin,"3,010,700",64.3,"101,064",3.2
2019,Oct,Wyoming,"282,955",63.1,"11,634",3.9
2019,Nov,Alabama,"2,207,391",55.9,"69,260",3
2019,Nov,Alaska,"334,195",61.3,"18,851",5.3
2019,Nov,Arizona,"3,304,986",59.2,"163,824",4.7
2019,Nov,Arkansas,"1,310,605",56.1,"47,905",3.5
2019,Nov,California,"18,728,829",60.2,"797,181",4.1
2019,Nov,Los Angeles County,"4,973,651",61.7,"238,829",4.6
2019,Nov,Colorado,"3,043,847",67,"84,457",2.7
2019,Nov,Connecticut,"1,875,035",64.3,"72,462",3.7
2019,Nov,Delaware,"466,823",59.3,"17,761",3.7
2019,Nov,District of Columbia,"380,770",67.5,"20,971",5.2
2019,Nov,Florida,"10,069,962",58,"317,308",3.1
2019,Nov,Georgia,"5,018,217",60.9,"178,350",3.4
2019,Nov,Hawaii,"673,683",59.9,"16,027",2.3
2019,Nov,Idaho,"874,025",62.6,"25,224",2.8
2019,Nov,Illinois,"6,282,493",62.1,"237,566",3.6
2019,Nov,Indiana,"3,302,570",62.6,"112,020",3.3
2019,Nov,Iowa,"1,701,780",68.3,"47,588",2.7
2019,Nov,Kansas,"1,463,414",65.2,"49,100",3.2
2019,Nov,Kentucky,"1,994,918",56.7,"83,913",4
2019,Nov,Louisiana,"2,007,746",56,"102,276",4.8
2019,Nov,Maine,"678,712",60.4,"21,956",3.1
2019,Nov,Maryland,"3,249,248",66.9,"108,666",3.2
2019,Nov,Massachusetts,"3,726,016",64.9,"110,624",2.9
2019,Nov,Michigan,"4,786,071",59.4,"192,822",3.9
2019,Nov,Minnesota,"3,022,952",67.7,"103,277",3.3
2019,Nov,Mississippi,"1,210,245",53.1,"71,335",5.6
2019,Nov,Missouri,"2,991,108",62,"104,135",3.4
2019,Nov,Montana,"530,021",61.7,"19,319",3.5
2019,Nov,Nebraska,"1,024,055",68.3,"33,279",3.1
2019,Nov,Nevada,"1,501,574",61.8,"64,418",4.1
2019,Nov,New Hampshire,"764,300",67.4,"20,333",2.6
2019,Nov,New Jersey,"4,566,123",62,"180,141",3.8
2019,Nov,New Mexico,"912,641",55.3,"47,306",4.9
2019,Nov,New York,"9,514,584",58.6,"389,844",3.9
2019,Nov,New York city,"4,110,148",57.8,"164,827",3.9
2019,Nov,North Carolina,"4,831,883",59.2,"191,173",3.8
2019,Nov,North Dakota,"404,802",68.1,"8,555",2.1
2019,Nov,Ohio,"5,660,000",60.8,"255,539",4.3
2019,Nov,Oklahoma,"1,787,984",59.1,"58,322",3.2
2019,Nov,Oregon,"2,023,258",59.2,"71,378",3.4
2019,Nov,Pennsylvania,"6,301,612",60.5,"291,936",4.4
2019,Nov,Rhode Island,"558,232",62.5,"20,092",3.5
2019,Nov,South Carolina,"2,269,784",56.4,"58,984",2.5
2019,Nov,South Dakota,"453,706",67.5,"12,617",2.7
2019,Nov,Tennessee,"3,234,902",59.7,"114,752",3.4
2019,Nov,Texas,"13,558,434",61.9,"491,398",3.5
2019,Nov,Utah,"1,595,027",66.9,"39,403",2.4
2019,Nov,Vermont,"345,667",64.8,"7,581",2.1
2019,Nov,Virginia,"4,314,533",64,"123,500",2.8
2019,Nov,Washington,"3,817,222",63,"154,258",3.9
2019,Nov,West Virginia,"758,515",52.3,"40,826",5.1
2019,Nov,Wisconsin,"3,010,069",64.3,"99,432",3.2
2019,Nov,Wyoming,"282,929",63.1,"11,961",4.1
2019,Dec,Alabama,"2,203,603",55.8,"70,683",3.1
2019,Dec,Alaska,"334,249",61.4,"18,771",5.3
2019,Dec,Arizona,"3,310,351",59.2,"164,756",4.7
2019,Dec,Arkansas,"1,309,953",56.1,"47,841",3.5
2019,Dec,California,"18,751,201",60.3,"814,359",4.2
2019,Dec,Los Angeles County,"4,984,345",61.9,"247,111",4.7
2019,Dec,Colorado,"3,045,150",66.9,"88,661",2.8
2019,Dec,Connecticut,"1,873,463",64.2,"73,342",3.8
2019,Dec,Delaware,"466,032",59.1,"17,601",3.6
2019,Dec,District of Columbia,"380,934",67.5,"21,462",5.3
2019,Dec,Florida,"10,083,108",58,"313,316",3
2019,Dec,Georgia,"5,021,928",60.9,"180,151",3.5
2019,Dec,Hawaii,"674,409",60,"15,686",2.3
2019,Dec,Idaho,"875,519",62.6,"24,834",2.8
2019,Dec,Illinois,"6,275,833",62,"237,432",3.6
2019,Dec,Indiana,"3,299,855",62.5,"112,714",3.3
2019,Dec,Iowa,"1,697,885",68.1,"46,640",2.7
2019,Dec,Kansas,"1,463,520",65.2,"49,185",3.3
2019,Dec,Kentucky,"1,992,523",56.6,"84,184",4.1
2019,Dec,Louisiana,"2,003,853",55.9,"101,454",4.8
2019,Dec,Maine,"677,642",60.3,"22,355",3.2
2019,Dec,Maryland,"3,252,096",67,"109,985",3.3
2019,Dec,Massachusetts,"3,720,005",64.8,"109,599",2.9
2019,Dec,Michigan,"4,783,505",59.3,"188,805",3.8
2019,Dec,Minnesota,"3,025,549",67.7,"104,830",3.3
2019,Dec,Mississippi,"1,208,806",53,"71,252",5.6
2019,Dec,Missouri,"2,991,415",62,"103,400",3.3
2019,Dec,Montana,"530,406",61.7,"19,432",3.5
2019,Dec,Nebraska,"1,024,057",68.3,"32,746",3.1
2019,Dec,Nevada,"1,503,316",61.8,"65,356",4.2
2019,Dec,New Hampshire,"763,377",67.3,"20,290",2.6
2019,Dec,New Jersey,"4,567,851",62,"185,135",3.9
2019,Dec,New Mexico,"912,506",55.2,"48,254",5
2019,Dec,New York,"9,519,010",58.6,"394,836",4
2019,Dec,New York city,"4,110,433",57.9,"169,589",4
2019,Dec,North Carolina,"4,834,082",59.1,"189,881",3.8
2019,Dec,North Dakota,"404,207",68,"8,412",2
2019,Dec,Ohio,"5,666,842",60.8,"257,765",4.4
2019,Dec,Oklahoma,"1,786,162",59,"57,768",3.1
2019,Dec,Oregon,"2,022,579",59.2,"71,285",3.4
2019,Dec,Pennsylvania,"6,293,991",60.4,"294,297",4.5
2019,Dec,Rhode Island,"557,740",62.4,"20,288",3.5
2019,Dec,South Carolina,"2,267,885",56.3,"61,775",2.7
2019,Dec,South Dakota,"453,726",67.5,"12,361",2.7
2019,Dec,Tennessee,"3,233,025",59.6,"116,250",3.5
2019,Dec,Texas,"13,576,338",61.9,"489,369",3.5
2019,Dec,Utah,"1,596,964",66.8,"39,732",2.4
2019,Dec,Vermont,"345,548",64.7,"7,304",2.1
2019,Dec,Virginia,"4,315,067",64,"124,847",2.8
2019,Dec,Washington,"3,824,379",63,"150,613",3.8
2019,Dec,West Virginia,"758,068",52.2,"41,263",5.2
2019,Dec,Wisconsin,"3,007,528",64.2,"97,769",3.1
2019,Dec,Wyoming,"282,659",63,"12,429",4.2
2020,Jan,Alabama,"2,197,356",55.6,"72,359",3.2
2020,Jan,Alaska,"333,990",61.3,"18,930",5.4
2020,Jan,Arizona,"3,311,092",59.1,"166,063",4.8
2020,Jan,Arkansas,"1,308,003",55.9,"47,831",3.5
2020,Jan,California,"18,754,316",60.3,"836,213",4.3
2020,Jan,Los Angeles County,"4,987,797",61.9,"257,361",4.9
2020,Jan,Colorado,"3,042,478",66.8,"93,695",3
2020,Jan,Connecticut,"1,869,398",64.1,"74,078",3.8
2020,Jan,Delaware,"464,813",58.9,"17,510",3.6
2020,Jan,District of Columbia,"380,366",67.4,"22,101",5.5
2020,Jan,Florida,"10,076,556",57.9,"310,536",3
2020,Jan,Georgia,"5,019,687",60.8,"183,557",3.5
2020,Jan,Hawaii,"674,250",59.9,"15,357",2.2
2020,Jan,Idaho,"875,946",62.5,"24,764",2.7
2020,Jan,Illinois,"6,266,207",61.9,"241,411",3.7
2020,Jan,Indiana,"3,292,286",62.4,"113,926",3.3
2020,Jan,Iowa,"1,690,991",67.8,"45,857",2.6
2020,Jan,Kansas,"1,461,735",65.1,"49,344",3.3
2020,Jan,Kentucky,"1,987,029",56.4,"84,842",4.1
2020,Jan,Louisiana,"1,997,143",55.7,"99,978",4.8
2020,Jan,Maine,"675,789",60.1,"22,449",3.2
2020,Jan,Maryland,"3,251,292",66.9,"113,533",3.4
2020,Jan,Massachusetts,"3,707,253",64.6,"108,302",2.8
2020,Jan,Michigan,"4,772,430",59.2,"187,680",3.8
2020,Jan,Minnesota,"3,024,453",67.6,"107,180",3.4
2020,Jan,Mississippi,"1,205,864",52.9,"72,083",5.6
2020,Jan,Missouri,"2,988,797",61.9,"102,599",3.3
2020,Jan,Montana,"530,034",61.6,"19,447",3.5
2020,Jan,Nebraska,"1,022,742",68.2,"32,238",3.1
2020,Jan,Nevada,"1,502,659",61.7,"66,615",4.2
2020,Jan,New Hampshire,"761,057",67,"20,237",2.6
2020,Jan,New Jersey,"4,563,931",61.9,"189,319",4
2020,Jan,New Mexico,"911,204",55.1,"49,405",5.1
2020,Jan,New York,"9,508,711",58.5,"400,389",4
2020,Jan,New York city,"4,104,862",57.8,"175,705",4.1
2020,Jan,North Carolina,"4,830,887",59,"189,699",3.8
2020,Jan,North Dakota,"403,150",67.8,"8,518",2.1
2020,Jan,Ohio,"5,663,883",60.8,"262,715",4.4
2020,Jan,Oklahoma,"1,782,431",58.9,"57,573",3.1
2020,Jan,Oregon,"2,019,333",59,"72,520",3.5
2020,Jan,Pennsylvania,"6,275,927",60.2,"298,676",4.5
2020,Jan,Rhode Island,"556,008",62.2,"20,715",3.6
2020,Jan,South Carolina,"2,262,788",56.1,"64,986",2.8
2020,Jan,South Dakota,"453,124",67.3,"12,077",2.6
2020,Jan,Tennessee,"3,227,352",59.4,"116,164",3.5
2020,Jan,Texas,"13,572,739",61.8,"491,930",3.5
2020,Jan,Utah,"1,596,928",66.7,"40,130",2.5
2020,Jan,Vermont,"344,899",64.6,"7,294",2.1
2020,Jan,Virginia,"4,310,258",63.9,"125,622",2.8
2020,Jan,Washington,"3,826,405",63,"149,361",3.8
2020,Jan,West Virginia,"756,806",52.2,"41,747",5.2
2020,Jan,Wisconsin,"3,002,763",64.1,"95,537",3.1
2020,Jan,Wyoming,"282,027",62.8,"13,076",4.4
2020,Feb,Alabama,"2,189,357",55.4,"74,179",3.3
2020,Feb,Alaska,"333,315",61.2,"19,194",5.4
2020,Feb,Arizona,"3,307,090",59,"168,057",4.8
2020,Feb,Arkansas,"1,305,298",55.8,"48,068",3.6
2020,Feb,California,"18,739,937",60.3,"860,763",4.4
2020,Feb,Los Angeles County,"4,985,099",61.9,"269,030",5.1
2020,Feb,Colorado,"3,035,949",66.6,"99,017",3.2
2020,Feb,Connecticut,"1,863,172",63.9,"74,754",3.9
2020,Feb,Delaware,"463,272",58.7,"17,552",3.7
2020,Feb,District of Columbia,"378,857",67.2,"22,700",5.7
2020,Feb,Florida,"10,047,103",57.7,"308,254",3
2020,Feb,Georgia,"5,012,344",60.6,"187,983",3.6
